id,subset,start_sec,end_sec,duration_sec,transcript_raw,source,audio_url
10311-040,test-id,218.750,222.230,3.480,그건 그렇게 말을 못 알아듣게 말을 허는지,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-041,train-ut,222.740,224.830,2.090,한가지도 못 알아먹겠어요 게난,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-042,train-ut,225.900,228.680,2.780,우리 제주도 서귀포라고 하는디,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-043,train-ut,230.000,232.110,2.110,그디서 와부난 우리 여,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-044,train-ut,232.900,236.760,3.860,제주시에 말투가 틀려서 그래요 거난,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-045,train-ut,237.550,248.020,10.470,아주머니는 아 우리말 하는거 다 같이 하니까 아 말을 대화하는 것이 모르지 저 영 틀리지 않은디,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-046,train-ut,248.420,258.700,10.280,저 아줌마는요 말을 하나도 못 알아먹겠어요 게 나가 통역허께요 뭐헹 골꺼예요? 그 아줌마 아 뭐헹 고를말은 없는데,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-047,train-ut,259.080,263.250,4.170,아줌마하고 말 대화하는거 보니까 막 재미나덴,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-048,train-ut,266.030,275.520,9.490,팍팍 말하세요 제주도말 옛날말 지금 녹음하고있어요 옛날말? 내가 옛날 나시믄 옛날말이 할껀데 그래도 언니도 지금 옛날말 해요,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-049,test-id,276.050,278.610,2.560,허여져? 응 옛날말은 아 옛날-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-050,train-ut,279.720,283.850,4.130,무신 옛날들은 무시거 애들이양 태워노네그 나는,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-051,train-ut,284.380,288.860,4.480,동기간이 어서부난 나가 오누이베께 안사니까이 응,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-052,train-ut,289.690,293.330,3.640,막둥이로 피동네거치 기냥이-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-053,train-ut,293.950,301.320,7.370,바당에도가믄- 그 전각 잇지아녀냐이- 무사 그땐 그 전각이 경 하나신고이 이젠 하나도,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-054,train-ut,302.260,305.410,3.150,그거 뭐 강 바당에 강 헹왕,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-055,train-ut,306.040,309.890,3.850,집이 먹을 사람 어시난 그디 몰르는 재미로 뭐영 몰령 들렁,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-056,train-ut,311.940,316.110,4.170,경헨 바당에서 더우 먹언 똥은 잘 놔지는 거 닮아,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-057,train-ut,317.010,319.020,2.010,어릴때 어릴때 바당에만 살아부난 어릴 때,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-058,train-ut,319.720,321.960,2.240,무신 밭에 검질매러를,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-059,train-ut,323.240,331.130,7.890,뭐 헐거라게 경허난 우리 시어머니는 강 보난 조벌리는 거 우리 시아버지는 밭갈앙 나사매 밥은 어떻게 먹고 있어?,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-060,train-ut,331.980,335.090,3.110,지대로 밥 해서 먹어? 네,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-061,train-ut,335.930,339.240,3.310,밥통하나 헤영 버너에 헤영,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-062,train-ut,340.480,350.730,10.250,옛날 무신 솥 안졍 불 소므멍 밥허는거 아니고 무신 보너에 버너에 아니 반찬이 문제지 반찬은 사오믄 뭐 되는거고 자기대로,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-063,train-ut,350.730,356.810,6.080,자기대로 겉절이 해서 먹는다네 양념을 다 할 줄 아네 니대로 겉절이 해먹는덴 해서이,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-064,train-ut,357.320,362.430,5.110,해서이 겉절이 해먹는데 어어- 야 보리낭 풀 섭는디 이제는,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-065,train-ut,364.160,368.810,4.650,뭐 하는데요? 밥하젠 허면 쇠 무쇠솥에 소깡하래,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-066,train-ut,370.560,373.810,3.250,불 솝져가멍게 보리낭도 헹태에 나땅 ㅅ.ㄻ고,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-067,train-ut,374.340,385.130,10.790,ㅅ.ㄻ고 지름ㄴ.물 낭도 헹 그걸로 밥해먹고 아이고 유채넣어 고시락으로 불묵 떼고 유채나무로 불지펴 밥해 놓으면 부엌이 헤- 유채 유채ㄴ.물은 게도,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-068,train-ut,385.130,387.580,2.450,게도 좋아 보리 낭머 보다,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-069,train-ut,388.140,398.290,10.150,그 불떼는 거 (말이예요)? 불 떼는 거 밥 해먹으려고 하면 불 떼는 거 그것으로 불쏘시개 불쏘시개로 쓰는거예요? 호미 더 더 나왔어요 보리짚보다 겅헌데 여름에 풍 보리나무로 불 살려서 이젠,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-070,train-ut,399.150,408.740,9.590,검은 무쇠솥 있잖아 그것에 밥 해서 먹었지 이거 보라이 영- 행 솥떡이야 이거는 영허믄 요디 영 놓고,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-071,train-ut,409.520,413.470,3.950,덕이악 허믄 솥놔서 요 아궁이를 불 소마 응,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-072,train-ut,414.320,416.320,2.000,보리나무로 보리낭으로 보리나무로,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-073,train-ut,417.000,419.140,2.140,게난 부지뗑이 그 불쏘시개,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-074,train-ut,419.700,421.820,2.120,부지뗑이로 그걸로 영 허멍,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-075,train-ut,422.630,426.980,4.350,여름에 콩 가을에 콩 해나믄 콩꼬질로 불을 소마나믄,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-076,train-ut,427.620,431.930,4.310,갈치해당 소금 짜긋짜게 했다가 그래,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-077,train-ut,432.550,435.980,3.430,푹 드밀양 구우믄 불치가 시커멓게 붙은거,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-078,train-ut,436.780,446.710,9.930,우리 말저씨 아주방 코가 코 침드렁 한 코 이만큼 등지곡 헨 아이고 난 이 늘내난 거 그거 보믄이 기분 나빵,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-079,train-ut,447.640,451.520,3.880,아주방 그걸 어떵 막 맛좁니다 아주머니 막 맛좋아-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-080,train-ut,452.110,459.690,7.580,아이고 아이고 굴 묵치 뗑오믄 피찰까서 강 우리 ㅈ.근 시아주방은 메딱 잘도 깨끗하게 굴먹,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-081,train-ut,460.610,463.390,2.780,지저가믄 그디 앞에 깨끗하게 다 쓸어 쓸어,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-082,test-id,464.090,467.330,3.240,팥이랑 보라 해다가 밭에 검질매런 안가켄 허고,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-083,train-ut,469.030,475.310,6.280,게난 집에 우리 순인 밭에 돌앙 가믄 넨작넨작 검질매고 집에 오민 조근 시아주방만이,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-084,train-ut,475.920,478.430,2.510,모지식하게 못해여 우리 순이,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-085,train-ut,479.360,485.410,6.050,겨믄 여름에 깡통에 물 지러오젠허믄 여자 목역안혈때 깡통 두개 헹 강,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-086,train-ut,485.980,488.290,2.310,목역안혀 영- 봤다가,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-087,train-ut,489.380,494.180,4.800,여자 모역 안혈때는 깡통 두개가 확 걸영 왕 걸로,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-088,train-ut,494.730,504.670,9.940,밥허고 냉국허고 된장만 넣어서 된장만 낭 냉국 ㄴ.물 ㅆ.ㄹ믄걸로 지금 같이 고추 고추가루도 안 넣어 옛날은 된장만 넣어서,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-089,train-ut,505.450,509.530,4.080,끓여 냉국 냉국 얼음도 없어 얼음이 어디서 금방,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-090,train-ut,511.020,513.360,2.340,그거시 시원한거 바다에 물 거기 저,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-091,train-ut,514.110,522.370,8.260,큰물 있는데도 막 찬데 거 저 큰물은 최고 좋은 물 옛날 어어엄 젤 짜잖영 젤 ㄷ.ㄴ물,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-092,train-ut,523.690,533.520,9.830,요 동쪽에 물 좋은 물 제주도 사투리로 좋은 물 좋은 물이라고 하는 것이 제주도- 응- 사투리 짜잖영 젤,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-093,train-ut,534.040,536.120,2.080,좋은 물은 감을개,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-094,train-ut,537.110,547.270,10.160,물 물레판에 삼양 검은 몰래또 많은디 삼양 삼양 그 해수욕장 앞에 그 물있잖아 그 물이 제주도에서 최고 좋은 물 거기가 그렇게 예 예 그디가 최고 좋은 물,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-095,train-ut,547.620,557.670,10.050,아 그 물도 단물이예요? 거기도? 단물 이제 안 살여 바다 말고 그 위에 이렇게- 집 지어진데 물 있어 물이 물이 이서낫주 동그랑한 판에 아 지금도 있어요,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-096,train-ut,557.760,560.710,2.950,있어요 이제도 이서? 삼양(에) 가면? 네 삼양 가봐라,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-097,train-ut,562.350,566.230,3.880,거물개? 가물개 가물개 가물개 설개 가물개,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-098,train-ut,567.240,574.880,7.640,아하- 버렁 차 타는딘 삼양 음-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-099,train-ut,575.570,585.410,9.840,음- 그 아래 내려가민 가물개 동쪽으론 가믄 설개 설개 설개는 그 저 어디 또 서쪽으로 가믄 버렁 한전 있는데가 설개,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-100,train-ut,586.450,592.990,6.540,버렁 이름도 다 틀려 버렁은 주공아파트로 바다쪽으로 내려가는 데가 버렁,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-101,train-ut,593.720,599.910,6.190,으음 우리 잇지이- 신촌 조천 함덕 신흥 허듯이 대체로 거기도,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-102,train-ut,600.920,603.290,2.370,게난 우리 이제 신촌 마을에도 이름이-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-103,train-ut,604.340,606.650,2.310,동카롱 섯가롱 중똥,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-104,train-ut,608.050,614.990,6.940,이제 네 저어- 대수동 대수동 헌거는 거 신식말이고이 붕도구산이,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-105,train-ut,615.980,621.060,5.080,또 요 기순이네 집인가는 앞동산이,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-106,train-ut,621.700,631.720,10.020,돌코지 돌코지 요딘가믄 또 빌 저 무시거 꽃동산 꽃동산은 이제 신식말 꽃동산은 신식말 아 옛날은 그디 ㄱ.ㄹ안,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-107,train-ut,631.720,637.880,6.160,ㄱ.ㄹ안 신접빌레 응- 신접빌레 신접빌레 아- 신접빌레 또 절롱 가믄 냇골,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-108,train-ut,638.470,641.410,2.940,그 내 막 천창리로 내나부난 그 너네 산,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-109,train-ut,642.900,649.140,6.240,농협 가기 직전에 거기 가는 영- 00이네 사는 옆에가 거기가 냇골 그 그 그디 ㄱ.ㄹ앙은 냇골,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-110,train-ut,650.060,652.990,2.930,다 이름이 이 신촌 동독에도 다 말이이서,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-111,train-ut,653.860,657.950,4.090,또 물도 이- 이제 소린질 이신디는,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-112,train-ut,659.010,664.890,5.880,처 모룻물 돗물 저 소리지렛물 뭐렌 ㄱ.라? 돗물 몰물,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-113,train-ut,665.450,675.670,10.220,소린지렛물 ㄱ.랑 무신 물인고 도모 아이코 돗물 돗물 마랑 새소린지레 아 막아버린것 택개네집 뒤에 있는 것은 택개 택개네 집배메,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-114,train-ut,675.670,685.820,10.150,것은 잊어버렸어 나도 소린질물 ㄱ.랑 무신 물이렌 그딘 해놔서 감언물 돗물 샛물 다 이서 요딘 가믄 조반물 느 사는,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-115,train-ut,685.820,689.860,4.040,사는 앞엔 큰물 또 저 쪽 더레 가므는,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-116,train-ut,690.580,694.090,3.510,이젠 스물동산 무신 웃음소리,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-117,train-ut,695.340,698.210,2.870,이름도이 신촌안에서 잘도 재미나,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-118,test-id,700.610,709.480,8.870,저 조박물이라고 하는곳이 어디예요? 우리 일번너 저 올렛길 해난디 저기 아래 올렛길 했던 밑이 조박물 그디가 조박물,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-119,test-id,710.130,717.160,7.030,물이 짜 거기는 아- 먹는 물도 물이 짜 우리 여 동카롬에 가문 물보다 더 짜 거기가,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-120,train-ut,718.220,728.470,10.250,검은물은 올렛길 했었던 동쪽 야 야 그 소리지레 통물 통물 통물 나도 생각나 통물 통물 콩물이라고 하는데 # 통물다 통물 통물,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-121,train-ut,728.470,734.970,6.500,통물다 통물 동그래서 사람 사는 저기까지 작은 물이야 경허난 통물 어-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-122,train-ut,735.640,745.730,10.090,어- 아이고- 그 무슨 저 김녕 가면요 젤 큰 물이 가믄물 우리 동가루에서는 신촌 큰 물이 제일 좋아 좋은,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-123,test-id,745.730,755.990,10.260,좋은 물 제일 좋은물 아- 저 어디 김녕 가도 무슨 곳잔물이라고 하는데 있는데 무슨 물?,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-124,train-ut,755.990,760.010,4.020,물? 돗잔물 응 돈잣물? 도 돈잣물,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-125,train-ut,760.560,764.150,3.590,그런데 돈물 같은데일까요? 그 돼지 잡아서,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-126,train-ut,765.020,767.720,2.700,어 거기에다 거기서 게난 돼지만 조반물이- 그-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-127,train-ut,768.380,775.650,7.270,남자 목욕통이영 뭐한디서 돼 도새기 잘 잡아나 아- 옛날에 옛날,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-128,train-ut,776.320,781.460,5.140,그디서 도새기 잡는 물 그거 으응 또 영창물이 이서 통가루매 남자 으응,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-129,train-ut,782.280,789.760,7.480,목욕통 그디서도 도새기 잘 잡아나고 으응 엉창물 영창물 엉창물 엉창물 성창물,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-130,train-ut,790.380,800.650,10.270,성창 옆에난 무슨- 물- 이름 이주게 무슨 물 나오는 곳이 여기서 많아요? 신촌리 어- 다 물 나오는데야,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-131,train-ut,801.440,809.600,8.160,경한디 그 영창물이렌 헌디는 성창물이렌 헌디는 물이 짜 응 남자 목욕을 해도 먹지는 못해 팔각장 있는데,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10311-132,train-ut,811.010,821.270,10.260,건 종합물 팔각장에 이신 건 아니 동팔은 팔각장 있는곳이 목욕탕 언니는 # 어 어 어 맞다 우리 원래 팔각장 잘 알고계시네요 그디가 영창물 으음,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-000,train-ut,1.870,6.340,4.470,신촌학교 불태우는 건 넌 그때 잘 몰라 안 봤었어 응,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-001,train-ut,6.940,9.440,2.500,우리 4.3.사건때 다섯살이었거든,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-002,train-ut,10.240,21.040,10.800,나 그렇게 다섯살 우리 삼학년 이학년 그러니까 우리가 조천 살았던게 아니고 양대모 살았어 이젠 봉수동이라고 하는데 으응- 응- 양대모 살았어서,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-003,train-ut,21.690,28.930,7.240,집도 이- 노인정 두 개 보다도 더 커 그 때도 아버지가 절을 (운영)했으니까요-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-004,train-ut,31.580,34.990,3.410,다섯살에 이젠 4.3 사건 터지니까,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-005,train-ut,35.670,45.710,10.040,밤에 검은 고무신 신고 이젠 검은 치마 입고 다섯살 때 다글다글 다닌거지 게- 그래서 위에 흰저고리 입고,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-006,train-ut,46.620,51.990,5.370,그러니까 저 이젠 자 잠도 못 자 다 그렇게들 앉았다가 이제,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-007,train-ut,53.190,55.560,2.370,숨어라 하면 이젠 그냥 # 엄마,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-008,train-ut,56.560,66.880,10.320,잡고 잘 잘 잘 잘 가서 숨어 우린 신천학교 그 불 태울때도 그러니까 우린 집에 고만히 이선 우린 그렇게 숨어서- 죽어도 집이서 죽으켄 우리 어머니는이-,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-009,test-id,67.120,77.270,10.150,우린 안나가 봔 우영에 우리도 우영에 우영에 #에서 숨었다가 이젠 껌껌하면 또 돌아와서 밥하러 오면 이젠,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-010,train-ut,77.940,85.180,7.240,나오라고 해서 어머니 손잡고 이젠 가서 와샤 와샤 하라고 해 어머니 똥구멍에 다니면서 그걸 그렇게,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-011,train-ut,86.190,96.560,10.370,어 와샤 와샤 허는 그거 응 허웃들이 서난 경했구나 양대모 그 이제 거기 저 인수물 물이라고 하는 물이 있었어 신수물 신수물이라고 하는,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-012,train-ut,96.560,106.310,9.750,하는 빗물 큰- 거 있었던데 거기 빙빙 돌고 아이고- 난 그 때 멧 멧 살될꺼냐 여덟살? 와샤 와샤 와샤 해서 그렇게 해서 이제 돌아오면,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-013,train-ut,107.850,118.730,10.880,돌아오면 이젠 밥해서 먹고 자고있으면 또 그렇게 또 그렇게 그러니까 이젠 우린 법당이니까 불을 안 태웠어 집을 안 태워도,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-014,train-ut,119.060,122.720,3.660,이젠 폭도들 오니까 다 내려가라고 해서 내려 와,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-015,train-ut,124.150,127.800,3.650,다섯 살에 내려오니까 바닷물을 봤겠어요 뭘 보았겠어요,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-016,train-ut,128.610,135.850,7.240,저 대 여기 저 우중이네 집이 그것 처가집이 살았던 대인이네 아버지네가 친척이니까,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-017,train-ut,136.620,139.870,3.250,이제 그 고동우리라고 한 데가 거기가 저,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-018,train-ut,140.780,145.720,4.940,바다지 붙은(근접한) 그 집이 하나 물이 와서 그건 봉봉 해버린거 아니,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-019,train-ut,146.500,151.810,5.310,막- 엄마 손잡고 집에 놀래서 가서 깜짝 놀랜거야 해도,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-020,train-ut,152.400,162.190,9.790,엄마가 무사 불 물 보난 머소완? 팍 위에서 다섯살까지 살았으니까 바다를 봤었겠어요? 안 봤었으니 이젠 놀래서,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-021,train-ut,163.450,173.780,10.330,어- 집까지만 걸으라면서 엄마 손 잡고 그냥 집까지만 걸으라고 했다가 집이 불에 타버렸다면 집까지 걸으라고 안 할텐데 안 할껀디 안 타서 그냥 저렇게 고래등,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-022,train-ut,173.780,179.370,5.590,고래등 집에 그 #도 이 이 집 보다는 더 크게 있었었고 텃밭이 한,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
10312-023,train-ut,180.160,182.670,2.510,몇 백평 되었지 오백평도 넘었어,elar,https://www.elararchive.org/uncategorized/SO_81d9db18-7cfb-4414-8e16-8a92d9fcba36/
